Name,Edition (code),Price
"Soul Warden","(mm3)","$1.50"
"Soul of Eternity","(cmr)","$0.47"
"Soul of Innistrad","(m15)","$1.10"
"Soul of Magma","(chk)","$0.31"
"Soul of Migration","(mh2)","$0.24"
"Soul of New Phyrexia","(c16)","$3.20"
"Soul of Ravnica","(pdp15)","$0.83"
"Soul of Shandalar","(m15)","$0.99"
"Soul of Theros","(m15)","$1.11"
"Soul of Zendikar","(c19)","$0.73"
"Soul of the Harvest","(w16)","$1.60"
"Soul of the Rapids","(rix)","$0.30"
"Soul's Attendant","(fmb1)","$6.49"
"Soul-Scar Mage","(akh)","$2.27"
"Soulblade Corrupter","(bbd)","$0.37"
"Soulblade Djinn","(ori)","$0.52"
"Soulblade Renewer","(bbd)","$0.37"
"Soulbound Guardians","(roe)","$0.37"
"Soulbright Flamekin","(mm2)","$0.36"
"Soulcage Fiend","(avr)","$0.30"
"Soulcatcher","(ema)","$0.44"
"Souldrinker","(ddc)","$0.37"
"Souldrinker","(tmp)","$0.37"
"Soulfire Grand Master","(frf)","$3.33"
"Soulflayer","(frf)","$0.73"
"Soulgorger Orgg","(jud)","$0.37"
"Soulherder","(mh1)","$1.20"
"Soulknife Spy","(afr)","$0.22"
"Soulmender","(m20)","$0.30"
"Soulreaper of Mogis","(thb)","$0.27"
"Souls of the Faultless","(gpt)","$0.99"
"Soulstinger","(akh)","$0.31"
"Soulsurge Elemental","(roe)","$0.37"
"Soulsworn Jury","(dis)","$0.37"
"Soulsworn Spirit","(rtr)","$0.36"
"Soultether Golem","(fut)","$0.37"
"Southern Elephant","(ptk)","$9.29"
"Southern Paladin","(wth)","$0.74"
"Souvenir Snatcher","(c20)","$0.74"
"Sovereigns of Lost Alara","(arb)","$2.22"
"Sower of Discord","(c18)","$9.77"
"Sower of Temptation","(bbd)","$4.64"
"Spark Double","(war)","$12.43"
"Spark Elemental","(pd2)","$0.86"
"Spark Reaper","(war)","$0.30"
"Spark Trooper","(gtc)","$0.61"
"Sparkcaster","(pls)","$0.39"
"Sparkhunter Masticore","(m21)","$0.61"
"Sparkmage Apprentice","(rav)","$0.33"
"Sparksmith","(ons)","$0.37"
"Sparkspitter","(uma)","$0.34"
"Sparktongue Dragon","(m19)","$0.27"
"Sparring Construct","(dom)","$0.34"
"Sparring Golem","(inv)","$0.37"
"Sparring Mummy","(akh)","$0.27"
"Spawn of Mayhem","(rna)","$2.86"
"Spawn of Rix Maadi","(rtr)","$0.30"
"Spawn of Thraxes","(jou)","$0.74"
"Spawnbinder Mage","(ogw)","$0.27"
"Spawnbroker","(rav)","$0.73"
"Spawning Kraken","(c21)","$8.40"
"Spawnsire of Ulamog","(roe)","$10.03"
"Spawnwrithe","(shm)","$0.82"
"Speaker of the Heavens","(m21)","$2.43"
"Spear Spewer","(rna)","$0.37"
"Spearpoint Oread","(ths)","$0.30"
"Species Gorger","(dgm)","$0.36"
"Species Specialist","(c20)","$7.10"
"Specimen Collector","(mh2)","$0.36"
"Spectacle Mage","(stx)","$0.22"
"Specter of the Fens","(stx)","$0.22"
"Spectral Bears","(hml)","$0.65"
"Spectral Force","(tsp)","$0.64"
"Spectral Gateguards","(avr)","$0.30"
"Spectral Guardian","(mir)","$6.15"
"Spectral Rider","(isd)","$0.37"
"Spectral Sailor","(jmp)","$0.43"
"Spectral Shepherd","(soi)","$0.37"
"Spectral Sliver","(lgn)","$0.47"
"Speedway Fanatic","(kld)","$0.37"
"Spell Queller","(emn)","$6.30"
"Spellbound Dragon","(c17)","$0.74"
"Spellbreaker Behemoth","(c13)","$1.54"
"Spelleater Wolverine","(iko)","$0.28"
"Spellgorger Barbarian","(jud)","$0.33"
"Spellgorger Weird","(war)","$0.31"
"Spellheart Chimera","(ths)","$0.37"
"Spellkeeper Weird","(war)","$0.30"
"Spellpyre Phoenix","(c20)","$0.56"
"Spellrune Painter // Spellrune Howler","(mid)","$0.36"
"Spellseeker","(bbd)","$47.42"
"Spellstutter Sprite","(mma)","$4.45"
"Spelltithe Enforcer","(gpt)","$3.04"
"Spellweaver Duo","(bbd)","$0.36"
"Spellweaver Eternal","(hou)","$0.30"
"Spellwild Ouphe","(fut)","$0.37"
"Sphinx Ambassador","(m10)","$10.06"
"Sphinx Mindbreaker","(thb)","$2.52"
"Sphinx Sovereign","(ala)","$2.96"
"Sphinx Summoner","(c16)","$0.73"
"Sphinx of Foresight","(rna)","$0.87"
"Sphinx of Jwar Isle","(e01)","$0.53"
"Sphinx of Lost Truths","(zen)","$0.67"
"Sphinx of Magosi","(w16)","$0.44"
"Sphinx of New Prahv","(rna)","$0.37"
"Sphinx of Uthuun","(ddi)","$0.52"
"Sphinx of the Chimes","(rtr)","$0.44"
"Sphinx of the Final Word","(ogw)","$2.02"
"Sphinx of the Guildpact","(rna)","$0.37"
"Sphinx of the Second Sun","(cmr)","$8.54"
"Sphinx of the Steel Wind","(arb)","$2.21"
"Sphinx's Disciple","(bng)","$0.31"
"Sphinx's Herald","(ala)","$0.37"
"Spiderwig Boggart","(lrw)","$0.36"
"Spike Breeder","(sth)","$0.73"
"Spike Cannibal","(exo)","$0.50"
"Spike Colony","(brb)","$0.44"
"Spike Drone","(tmp)","$0.31"
"Spike Feeder","(tsb)","$2.73"
"Spike Hatcher","(exo)","$0.74"
"Spike Jester","(dgm)","$0.37"
"Spike Rogue","(exo)","$0.39"
"Spike Soldier","(sth)","$0.37"
"Spike Tiller","(tsp)","$0.58"
"Spike Weaver","(brb)","$7.02"
"Spike Worker","(sth)","$0.34"
"Spike-Tailed Ceratops","(xln)","$0.28"
"Spiked Baloth","(m13)","$0.28"
"Spikeshot Elder","(mm2)","$0.73"
"Spikeshot Goblin","(mrd)","$0.31"
"Spiketail Drake","(pcy)","$0.44"
"Spiketail Drakeling","(tsp)","$0.37"
"Spiketail Hatchling","(10e)","$0.39"
"Spikewheel Acrobat","(rna)","$0.28"
"Spin Engine","(mbs)","$0.31"
"Spinal Centipede","(grn)","$0.24"
"Spinal Parasite","(5dn)","$0.36"
"Spincrusher","(dst)","$0.44"
"Spindrift Drake","(sth)","$0.33"
"Spinebiter","(nph)","$0.89"
"Spined Basher","(ons)","$0.30"
"Spined Fluke","(usg)","$0.41"
"Spined Karok","(stx)","$0.25"
"Spined Megalodon","(m21)","$0.30"
"Spined Sliver","(tsb)","$0.74"
"Spined Thopter","(nph)","$0.33"
"Spined Wurm","(m11)","$0.31"
"Spinehorn Minotaur","(mh1)","$0.33"
"Spineless Thug","(10e)","$0.30"
"Spinneret Sliver","(tsr)","$0.44"
"Spiny Starfish","(all)","$0.44"
"Spiraling Duelist","(mbs)","$0.36"
"Spire Golem","(dst)","$0.52"
"Spire Mangler","(rna)","$0.37"
"Spire Monitor","(nph)","$0.31"
"Spire Owl","(usg)","$0.46"
"Spire Patrol","(aer)","$0.37"
"Spire Phantasm","(cn2)","$0.37"
"Spire Serpent","(mbs)","$0.30"
"Spire Tracer","(gtc)","$0.30"
"Spire Winder","(rix)","$0.28"
"Spire Winder","(rix)","$0.28"
"Spireside Infiltrator","(kld)","$0.28"
"Spirespine","(jou)","$0.37"
"Spirit Weaver","(10e)","$0.37"
"Spirit en-Dal","(fut)","$0.58"
"Spirit en-Kor","(sth)","$0.34"
"Spirit of Malevolence","(m21)","$0.61"
"Spirit of the Aldergard","(khm)","$0.34"
"Spirit of the Hearth","(cn2)","$0.70"
"Spirit of the Hunt","(emn)","$1.48"
"Spirit of the Labyrinth","(bng)","$5.66"
"Spirit of the Night","(mir)","$14.40"
"Spirit of the Spires","(rna)","$0.37"
"Spiritmonger","(apc)","$2.03"
"Spitebellows","(mor)","$0.39"
"Spiteflame Witch","(shm)","$0.39"
"Spiteful Bully","(nem)","$0.36"
"Spiteful Returned","(bng)","$0.37"
"Spiteful Sliver","(mh1)","$2.39"
"Spiteful Squad","(stx)","$0.25"
"Spitemare","(eve)","$2.05"
"Spitfire Handler","(ons)","$0.36"
"Spitfire Lagac","(znr)","$0.27"
"Spitting Drake","(6ed)","$0.36"
"Spitting Earth","(10e)","$0.31"
"Spitting Gourna","(ons)","$0.30"
"Spitting Hydra","(sth)","$0.70"
"Spitting Sliver","(plc)","$0.37"
"Spitting Slug","(drk)","$2.07"
"Spitting Spider","(pcy)","$0.40"
"Splatter Thug","(rtr)","$0.28"
"Splendor Mare","(iko)","$0.37"
"Splinterfright","(isd)","$0.71"
"Split-Tail Miko","(bok)","$0.36"
"Splitting Slime","(cn2)","$0.86"
"Spontaneous Artist","(kld)","$0.28"
"Spore Crawler","(vow)","$0.22"
"Spore Flower","(fem)","$0.68"
"Spore Frog","(mh1)","$0.43"
"Sporeback Troll","(dis)","$0.43"
"Sporeback Wolf","(vow)","$0.22"
"Sporecap Spider","(eld)","$0.28"
"Sporecrown Thallid","(dom)","$0.56"
"Sporemound","(m14)","$0.41"
"Sporesower Thallid","(tsp)","$0.62"
"Sporeweb Weaver","(m21)","$0.68"
"Sporoloth Ancient","(mma)","$0.37"
"Spotted Griffin","(por)","$0.33"
"Springbloom Druid","(mh1)","$0.50"
"Springing Tiger","(ody)","$0.33"
"Springjack Knight","(lrw)","$0.36"
"Springjack Knight","(lrw)","$0.36"
"Springjack Shepherd","(eve)","$0.79"
"Springmane Cervin","(stx)","$0.22"
"Springmantle Cleric","(znr)","$0.34"
"Sprinting Warbrute","(dtk)","$0.30"
"Sprite Dragon","(iko)","$1.93"
"Sprite Noble","(ema)","$0.77"
"Sproutback Trudge","(c21)","$0.74"
"Sprouting Thrinax","(c13)","$0.41"
"Spur Grappler","(pcy)","$0.33"
"Spurnmage Advocate","(jud)","$0.44"
"Spurred Wolverine","(ons)","$0.31"
"Squad Captain","(m20)","$0.28"
"Squad Commander","(znr)","$0.44"
"Squadron Hawk","(m11)","$0.43"
"Squall Drifter","(csp)","$0.33"
"Squallmonger","(mmq)","$0.37"
"Squeaking Pie Grubfellows","(mor)","$0.34"
"Squeaking Pie Sneak","(lrw)","$0.37"
"Squealing Devil","(dis)","$0.37"
"Squee, Goblin Nabob","(uma)","$0.76"
"Squee, the Immortal","(dom)","$1.87"
"Squelching Leeches","(jou)","$0.37"
"Squire","(drk)","$0.44"
"Squirming Mass","(uds)","$0.36"
"Squirrel Mob","(mh2)","$0.74"
"Squirrel Mob","(ody)","$13.19"
"Squirrel Sovereign","(mh2)","$0.67"
"Squirrel Wrangler","(pcy)","$8.00"
"Sram, Senior Edificer","(aer)","$1.29"
"Nezumi Shortfang // Stabwhisker the Odious","(chk)","$4.82"
"Nezumi Shortfang // Stabwhisker the Odious","(fmb1)","$2.96"
"Stadium Vendors","(bbd)","$0.37"
"Stalker Hag","(eve)","$0.39"
"Stalking Assassin","(inv)","$0.64"
"Stalking Bloodsucker","(ody)","$0.62"
"Stalking Drone","(ogw)","$0.28"
"Stalking Leonin","(c17)","$0.87"
"Stalking Tiger","(mir)","$0.31"
"Screeching Bat // Stalking Vampire","(isd)","$0.37"
"Stalking Vengeance","(c13)","$1.48"
"Stalking Yeti","(csp)","$0.36"
"Stallion of Ashmouth","(soi)","$0.30"
"Stalwart Aven","(ima)","$0.30"
"Stalwart Shield-Bearers","(roe)","$1.17"
"Stalwart Valkyrie","(khm)","$0.25"
"Stampede Driver","(a25)","$0.37"
"Stampede Rider","(thb)","$0.27"
"Stampeding Elk Herd","(dtk)","$0.30"
"Stampeding Horncrest","(rix)","$0.30"
"Stampeding Rhino","(m10)","$0.30"
"Stampeding Serow","(sok)","$0.56"
"Stampeding Wildebeests","(vis)","$0.40"
"Standard Bearer","(apc)","$1.08"
"Standing Troops","(8ed)","$0.28"
"Standing Troops","(exo)","$0.34"
"Stangg","(a25)","$0.37"
"Star Pupil","(stx)","$0.27"
"Star-Crowned Stag","(m19)","$0.30"
"Starfield Mystic","(m20)","$3.41"
"Starke of Rath","(tmp)","$3.57"
"Starlight Invoker","(lgn)","$0.37"
"Starlit Angel","(por)","$1.05"
"Starnheim Aspirant","(khm)","$3.26"
"Starnheim Courser","(khm)","$0.30"
"Starved Rusalka","(gpt)","$0.37"
"Staunch Defenders","(8ed)","$0.37"
"Staunch Shieldmate","(m21)","$0.28"
"Staunch Throneguard","(cmr)","$0.25"
"Staunch-Hearted Warrior","(uma)","$0.34"
"Steadfast Armasaur","(xln)","$0.37"
"Steadfast Cathar","(emn)","$0.30"
"Steadfast Guard","(10e)","$0.34"
"Steadfast Paladin","(afr)","$0.22"
"Steadfast Sentinel","(hou)","$0.24"
"Steadfast Sentry","(m20)","$0.28"
"Stealer of Secrets","(rtr)","$0.30"
"Steam Frigate","(p02)","$0.37"
"Steam Spitter","(csp)","$0.40"
"Steamcore Weird","(ddj)","$0.36"
"Steamflogger Boss","(ust)","$1.11"
"Steel Dromedary","(mh2)","$0.25"
"Steel Golem","(10e)","$1.44"
"Steel Hellkite","(c17)","$1.85"
"Steel Leaf Champion","(dom)","$2.45"
"Steel Leaf Paladin","(pls)","$0.34"
"Steel Wall","(ddf)","$0.61"
"Steel-Plume Marshal","(jmp)","$0.74"
"Steelbane Hydra","(eld)","$11.80"
"Steelclad Serpent","(ala)","$0.36"
"Steelclad Spirit","(vow)","$0.22"
"Steelfin Whale","(mh2)","$0.24"
"Steelform Sliver","(m14)","$0.58"
"Steelgaze Griffin","(eld)","$0.25"
"Steelshaper Apprentice","(dst)","$1.11"
"Steeple Creeper","(rna)","$0.27"
"Steeple Roc","(dgm)","$0.30"
"Stenchskipper","(mor)","$0.61"
"Stensia Innkeeper","(emn)","$0.30"
"Steppe Glider","(bbd)","$0.37"
"Steppe Lynx","(zen)","$0.37"
"Stern Constable","(soi)","$0.28"
"Stern Judge","(tor)","$0.40"
"Stern Marshal","(por)","$1.01"
"Stern Mentor","(avr)","$0.36"
"Steward of Solidarity","(hou)","$0.37"
"Steward of Valeron","(ala)","$0.37"
"Stigma Lasher","(eve)","$5.84"
"Stingerfling Spider","(uma)","$0.37"
"Stinging Barrier","(mmq)","$0.37"
"Stinging Licid","(tmp)","$0.37"
"Stinging Lionfish","(thb)","$0.37"
"Stingmoggie","(mor)","$0.34"
"Stingscourger","(mma)","$0.34"
"Stinkdrinker Bandit","(mor)","$0.64"
"Stinkdrinker Daredevil","(mma)","$0.37"
"Stinkweed Imp","(rav)","$1.48"
"Stitched Assistant","(vow)","$0.22"
"Stitched Drake","(uma)","$0.34"
"Stitched Mangler","(soi)","$0.34"
"Stitcher Geralf","(c14)","$2.45"
"Stitcher's Apprentice","(uma)","$0.37"
"Stitcher's Supplier","(m19)","$5.56"
"Stitchwing Skaab","(soi)","$0.37"
"Stoic Angel","(mm3)","$1.10"
"Stoic Builder","(soi)","$0.28"
"Stoic Champion","(lgn)","$0.37"
"Stoic Ephemera","(dis)","$0.37"
"Stoic Farmer","(khc)","$0.61"
"Stomper Cub","(roe)","$0.31"
"Stone Giant","(3ed)","$0.39"
"Stone Golem","(m20)","$0.25"
"Stone Haven Medic","(bfz)","$0.27"
"Stone Haven Outfitter","(ogw)","$0.73"
"Stone Haven Pilgrim","(jmp)","$0.37"
"Stone Kavu","(pls)","$0.34"
"Stone Spirit","(ice)","$0.37"
"Stone-Seeder Hierophant","(rav)","$0.46"
"Stone-Throwing Devils","(arn)","$0.00"
"Stonebinder's Familiar","(stx)","$0.37"
"Stonebound Mentor","(stx)","$0.22"
"Stonebrow, Krosan Hero","(tsp)","$1.38"
"Stonecloaker","(cma)","$0.50"
"Stonecloaker","(cma)","$0.50"
"Stonecoil Serpent","(eld)","$2.09"
"Stonefare Crocodile","(rtr)","$0.27"
"Stoneforge Acolyte","(ogw)","$0.37"
"Stonehewer Giant","(2xm)","$6.22"
"Stonehoof Chieftain","(c16)","$22.97"
"Stonehorn Chanter","(m14)","$0.36"
"Stonehorn Dignitary","(m12)","$0.89"
"Stonerise Spirit","(stx)","$0.22"
"Stoneshaker Shaman","(rav)","$1.02"
"Stoneshock Giant","(ths)","$0.37"
"Stonewise Fortifier","(jou)","$0.33"
"Stonewood Invoker","(lgn)","$0.33"
"Stonework Packbeast","(znr)","$0.27"
"Stonework Puma","(ddp)","$0.30"
"Stonewright","(avr)","$0.37"
"Stonybrook Angler","(lrw)","$0.37"
"Stonybrook Banneret","(plist)","$1.45"
"Stonybrook Schoolmaster","(mor)","$0.39"
"Storm Caller","(m21)","$0.53"
"Storm Crow","(all)","$0.37"
"Storm Elemental","(all)","$0.37"
"Storm Entity","(fut)","$0.44"
"Storm Fleet Aerialist","(xln)","$0.37"
"Storm Fleet Arsonist","(xln)","$0.37"
"Storm Fleet Pyromancer","(xln)","$0.28"
"Storm Fleet Sprinter","(rix)","$0.47"
"Storm Fleet Spy","(xln)","$0.37"
"Storm Fleet Swashbuckler","(rix)","$0.37"
"Storm God's Oracle","(mh2)","$0.22"
"Storm Herald","(thb)","$0.53"
"Storm Sculptor","(xln)","$0.30"
"Storm Shaman","(all)","$0.34"
"Storm Skreelix","(mid)","$0.34"
"Storm Spirit","(ice)","$2.52"
"Storm-Kiln Artist","(stx)","$2.64"
"Stormblood Berserker","(mm2)","$0.37"
"Stormblood Berserker","(mm2)","$0.37"
"Stormbound Geist","(dka)","$0.43"
"Stormbreath Dragon","(ths)","$3.66"
"Stormcaller of Keranos","(bng)","$0.37"
"Stormchaser Chimera","(jou)","$0.37"
"Stormchaser Mage","(ogw)","$0.55"
"Stormcloud Djinn","(tsp)","$0.37"
"Stormcloud Spirit","(gs1)","$0.37"
"Stormcrag Elemental","(dtk)","$0.37"
"Stormfront Pegasus","(m12)","$0.34"
"Stormfront Riders","(ddf)","$0.44"
"Stormscale Anarch","(dis)","$0.61"
"Stormscape Apprentice","(inv)","$0.37"
"Stormscape Battlemage","(c13)","$0.37"
"Stormscape Familiar","(pls)","$0.41"
"Stormscape Master","(inv)","$0.68"
"Stormsurge Kraken","(c14)","$15.81"
"Stormtide Leviathan","(m13)","$0.74"
"Stormwatch Eagle","(pcy)","$0.30"
"Stormwild Capridor","(iko)","$0.37"
"Stormwing Dragon","(dtk)","$0.39"
"Stormwing Entity","(m21)","$2.22"
"Storrev, Devkarin Lich","(war)","$0.74"
"Story Seeker","(khm)","$0.25"
"Strangleroot Geist","(dka)","$0.74"
"Stratadon","(pls)","$0.37"
"Stratozeppelid","(gpt)","$0.37"
"Stratus Dancer","(dtk)","$0.52"
"Straw Golem","(wth)","$0.37"
"Stream Hopper","(eve)","$0.36"
"Streambed Aquitects","(ddt)","$0.37"
"Street Sweeper","(rtr)","$0.37"
"Street Wraith","(a25)","$3.62"
"Streetbreaker Wurm","(gpt)","$0.34"
"Strict Proctor","(stx)","$1.02"
"Striking Sliver","(m14)","$0.74"
"Striped Bears","(wth)","$0.44"
"Striped Riverwinder","(hou)","$0.67"
"Stromgald Cabal","(ice)","$0.74"
"Stromgald Crusader","(csp)","$1.48"
"Stromgald Spy","(all)","$0.37"
"Stromkirk Bloodthief","(mid)","$0.36"
"Stromkirk Captain","(voc)","$0.58"
"Stromkirk Condemned","(emn)","$0.73"
"Stromkirk Mentor","(soi)","$0.34"
"Stromkirk Noble","(isd)","$1.11"
"Stromkirk Occultist","(emn)","$0.65"
"Stromkirk Patrol","(cn2)","$0.33"
"Strongarm Monk","(dtk)","$0.37"
"Strongarm Thug","(mmq)","$0.37"
"Stronghold Assassin","(7ed)","$1.26"
"Stronghold Biologist","(nem)","$0.40"
"Stronghold Confessor","(dom)","$0.28"
"Stronghold Machinist","(nem)","$0.41"
"Stronghold Overseer","(tsp)","$1.07"
"Stronghold Rats","(tsr)","$0.52"
"Stronghold Taskmaster","(sth)","$0.37"
"Stronghold Zeppelin","(nem)","$0.37"
"Student of Ojutai","(ima)","$0.31"
"Student of Warfare","(roe)","$4.56"
"Stuffy Doll","(m13)","$4.49"
"Stumpsquall Hydra","(cmr)","$0.58"
"Stun Sniper","(arb)","$0.37"
"Stunt Double","(cn2)","$6.40"
"Sturdy Hatchling","(eve)","$0.37"
"Sturmgeist","(isd)","$0.58"
"Subira, Tulzidi Caravanner","(m21)","$0.67"
"Subjugator Angel","(gnt)","$4.89"
"Sublime Archangel","(m13)","$4.05"
"Subterranean Scout","(ori)","$0.25"
"Subterranean Shambler","(tsp)","$0.34"
"Subterranean Spirit","(mir)","$4.40"
"Subtlety","(mh2)","$10.14"
"Sulam Djinn","(inv)","$0.37"
"Sulfur Elemental","(plc)","$0.65"
"Sultai Emissary","(frf)","$0.36"
"Sultai Flayer","(ktk)","$0.37"
"Sultai Scavenger","(ktk)","$0.34"
"Sultai Skullkeeper","(frf)","$0.31"
"Sultai Soothsayer","(ktk)","$0.37"
"Sumala Woodshaper","(grn)","$0.24"
"Summit Apes","(wwk)","$0.37"
"Summit Prowler","(dtk)","$0.30"
"Sun Quan, Lord of Wu","(ptk)","$241.18"
"Sun Sentinel","(rix)","$0.30"
"Sun Titan","(e01)","$1.48"
"Sun-Blessed Mount","(xln)","$0.74"
"Sun-Collared Raptor","(rix)","$0.30"
"Sun-Crested Pterodon","(rix)","$0.30"
"Sun-Crowned Hunters","(xln)","$0.34"
"Sunastian Falconer","(leg)","$14.78"
"Sunblade Angel","(war)","$0.37"
"Sunblade Elf","(m15)","$0.37"
"Sunblast Angel","(c14)","$0.74"
"Suncleanser","(m19)","$0.70"
"Suncrusher","(5dn)","$0.59"
"Sunder Shaman","(rna)","$0.40"
"Sundering Titan","(a25)","$1.17"
"Sunflare Shaman","(mor)","$0.33"
"Sungrace Pegasus","(m15)","$0.37"
"Sunhome Enforcer","(rav)","$0.37"
"Sunhome Guildmage","(gtc)","$0.36"
"Sunhome Stalwart","(grn)","$0.37"
"Sunlit Hoplite","(thb)","$0.37"
"Sunmane Pegasus","(thb)","$0.28"
"Sunrise Cavalier","(mid)","$0.31"
"Sunrise Seeker","(xln)","$0.28"
"Sunrise Sovereign","(lrw)","$0.76"
"Sunscape Apprentice","(inv)","$0.34"
"Sunscape Battlemage","(pls)","$0.37"
"Sunscape Familiar","(pls)","$2.18"
"Sunscape Master","(inv)","$0.65"
"Sunscorch Regent","(dtk)","$1.63"
"Sunscourge Champion","(hou)","$0.37"
"Sunseed Nurturer","(ala)","$0.37"
"Sunspear Shikari","(c17)","$0.37"
"Sunspire Gatekeepers","(dgm)","$0.30"
"Sunspire Griffin","(rtr)","$0.30"
"Sunstrike Legionnaire","(lgn)","$0.71"
"Suntail Hawk","(10e)","$0.50"
"Suntouched Myr","(5dn)","$0.36"
"Sunweb","(mir)","$0.74"
"Supply Caravan","(akh)","$0.28"
"Supply Runners","(jmp)","$0.44"
"Supply-Line Cranes","(jou)","$0.31"
"Supreme Exemplar","(mor)","$0.79"
"Supreme Inquisitor","(ons)","$1.59"
"Supreme Phantom","(m19)","$1.59"
"Suq'Ata Assassin","(vis)","$0.46"
"Suq'Ata Firewalker","(mir)","$0.44"
"Suq'Ata Lancer","(vis)","$0.34"
"Sure-Footed Infiltrator","(znr)","$0.34"
"Surge Mare","(m19)","$0.37"
"Surgespanner","(lrw)","$6.09"
"Surging Sentinels","(csp)","$0.30"
"Surly Badgersaur","(c20)","$0.76"
"Surrak Dragonclaw","(ktk)","$4.52"
"Surrak, the Hunt Caller","(dtk)","$1.04"
"Surrakar Banisher","(ddo)","$0.30"
"Surrakar Marauder","(zen)","$0.30"
"Surrakar Spellblade","(roe)","$0.52"
"Surtland Elementalist","(khm)","$0.52"
"Surtland Flinger","(khm)","$0.67"
"Surveilling Sprite","(ddh)","$0.37"
"Survivor of the Unseen","(csp)","$0.36"
"Suspicious Bookcase","(m19)","$0.43"
"Sustainer of the Realm","(ima)","$0.30"
"Sustaining Spirit","(all)","$5.41"
"Suture Priest","(nph)","$2.07"
"Suture Spirit","(eve)","$0.40"
"Sutured Ghoul","(m12)","$0.55"
"Svella, Ice Shaper","(khm)","$0.37"
"Svyelun of Sea and Sky","(mh2)","$4.08"
"Svyelunite Priest","(fem)","$0.37"
"Swab Goblin","(rix)","$0.37"
"Swaggering Corsair","(rix)","$0.30"
"Swamp Mosquito","(all)","$0.34"
"Swans of Bryn Argoll","(mm2)","$1.85"
"Swarm Guildmage","(grn)","$0.37"
"Swarm of Bloodflies","(ktk)","$0.37"
"Swarm of Rats","(9ed)","$2.36"
"Swarmborn Giant","(jou)","$0.37"
"Swarming Goblins","(afr)","$0.25"
"Swathcutter Giant","(grn)","$0.37"
"Sweatworks Brawler","(aer)","$0.28"
"Sweet-Gum Recluse","(cmr)","$0.52"
"Swift Spinner","(emn)","$0.30"
"Swift Warden","(rix)","$0.37"
"Swift Warkite","(dtk)","$0.37"
"Swiftblade Vindicator","(grn)","$0.80"
"Swimmer in Nightmares","(thb)","$0.41"
"Swirling Spriggan","(eve)","$0.39"
"Swooping Talon","(lgn)","$0.37"
"Sword Dancer","(8ed)","$0.36"
"Swordwise Centaur","(bng)","$0.30"
"Sworn Defender","(all)","$2.71"
"Sworn Guardian","(rix)","$0.30"
"Sydri, Galvanic Genius","(c16)","$1.47"
"Sygg, River Guide","(lrw)","$1.33"
"Sylvan Advocate","(ddu)","$0.61"
"Sylvan Basilisk","(10e)","$0.43"
"Sylvan Brushstrider","(rna)","$0.28"
"Sylvan Hierophant","(wth)","$0.37"
"Sylvan Messenger","(ori)","$0.37"
"Sylvan Primordial","(gtc)","$0.74"
"Sylvan Ranger","(jmp)","$0.37"
"Sylvan Safekeeper","(c14)","$19.76"
"Sylvan Shepherd","(afr)","$0.22"
"Sylvan Yeti","(s99)","$1.36"
"Sylvia Brightspear","(bbd)","$3.69"
"Sylvok Explorer","(c16)","$0.37"
"Sylvok Replica","(som)","$0.34"
"Symbiotic Beast","(ons)","$0.37"
"Symbiotic Elf","(ons)","$0.36"
"Symbiotic Wurm","(ons)","$1.24"
"Symmetry Sage","(stx)","$0.34"
"Synchronous Sliver","(plc)","$0.49"
"Syndic of Tithes","(gtc)","$0.33"
"Syndicate Enforcer","(gtc)","$0.31"
"Syndicate Guildmage","(rna)","$0.37"
"Syndicate Messenger","(rna)","$0.27"
"Syndicate Trafficker","(kld)","$0.47"
"Synod Artificer","(dst)","$0.67"
"Synod Centurion","(arc)","$0.37"
"Syphon Sliver","(m14)","$14.73"
"Syr Alin, the Lion's Claw","(eld)","$0.37"
"Syr Carah, the Bold","(eld)","$0.37"
"Syr Elenora, the Discerning","(eld)","$0.37"
"Syr Faren, the Hengehammer","(eld)","$0.37"
"Syr Gwyn, Hero of Ashvale","(eld)","$2.49"
"Syr Konrad, the Grim","(eld)","$2.65"
"Sythis, Harvest's Hand","(mh2)","$2.52"
"Szadek, Lord of Secrets","(rav)","$0.96"
"Taborax, Hope's Demise","(znr)","$0.67"
"Tah-Crop Elite","(akh)","$0.24"
"Tah-Crop Skirmisher","(akh)","$0.28"
"Tahngarth, First Mate","(c19)","$0.56"
"Taigam, Ojutai Master","(c17)","$9.32"
"Taigam, Sidisi's Hand","(c17)","$1.50"
"Tainted Specter","(mir)","$4.45"
"Taj-Nar Swordsmith","(mm2)","$0.44"
"Tajic, Blade of the Legion","(dgm)","$1.10"
"Tajic, Legion's Edge","(grn)","$1.22"
"Tajuru Archer","(zen)","$0.37"
"Tajuru Beastmaster","(bfz)","$0.28"
"Tajuru Blightblade","(znr)","$0.34"
"Tajuru Paragon","(znr)","$0.52"
"Tajuru Pathwarden","(ogw)","$0.30"
"Tajuru Preserver","(roe)","$5.62"
"Tajuru Snarecaster","(znr)","$0.22"
"Tajuru Stalwart","(bfz)","$0.28"
"Tajuru Warcaller","(bfz)","$0.37"
"Takeno's Cavalry","(bok)","$0.36"
"Takeno, Samurai General","(chk)","$1.47"
"Takenuma Bleeder","(bok)","$0.34"
"Talara's Battalion","(dds)","$0.53"
"Talas Air Ship","(p02)","$0.37"
"Talas Explorer","(p02)","$0.46"
"Talas Merchant","(p02)","$0.37"
"Talas Researcher","(p02)","$2.53"
